csfa_number,program_name,agency,record_type,award_id,grantee_name,award_amount,award_amount_raw,award_start_date,award_end_date,award_period,grantee_location,fiscal_year,chicago_likely,chicago_signal,amount_meaning,source,source_url
420-30-3460,Clean Energy Career and Technical Education Pilot Program,DCEO (420),award,25-073003,Inter-Industry Conference on Auto Collision Repair,639184.0,"639,184",07/01/2025,05/31/2027,07/01/2025 - 05/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3460
420-30-3460,Clean Energy Career and Technical Education Pilot Program,DCEO (420),award,25-073007,Litchfield Community Unit School District #12,479070.0,"479,070",04/01/2026,03/31/2028,04/01/2026 - 03/31/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3460
420-30-3460,Clean Energy Career and Technical Education Pilot Program,DCEO (420),award,25-073005,OAI Inc,749156.0,"749,156",07/01/2025,05/31/2027,07/01/2025 - 05/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3460
420-30-3460,Clean Energy Career and Technical Education Pilot Program,DCEO (420),award,25-073008,Richland Community College,388766.0,"388,766",04/01/2026,03/31/2028,04/01/2026 - 03/31/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3460
420-30-3460,Clean Energy Career and Technical Education Pilot Program,DCEO (420),award,25-073006,Spark 618,717406.0,"717,406",04/01/2026,03/31/2028,04/01/2026 - 03/31/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3460
420-30-3460,Clean Energy Career and Technical Education Pilot Program,DCEO (420),award,25-073004,Wilco Area Career Center,428229.0,"428,229",07/01/2025,05/31/2027,07/01/2025 - 05/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3460
420-35-3503,Tech Incubator Enhancement Program,DCEO (420),award,25-327003,Carl Sandburg College,1811907.0,"1,811,907",12/01/2025,11/30/2026,12/01/2025 - 11/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3503
420-35-3503,Tech Incubator Enhancement Program,DCEO (420),award,25-327004,Southern Illinois University Carbondale,1597893.0,"1,597,893",05/01/2026,04/30/2027,05/01/2026 - 04/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3503
420-35-3503,Tech Incubator Enhancement Program,DCEO (420),award,25-327002,The Board of Trustees of the University of Illinois,3000000.0,"3,000,000",03/01/2026,02/28/2027,03/01/2026 - 02/28/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3503
420-30-3523,Apprenticeship Expansion Competitive Grant Program,DCEO (420),award,25-111054,Aspiritech,350000.0,"350,000",07/01/2025,06/30/2027,07/01/2025 - 06/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3523
420-30-3523,Apprenticeship Expansion Competitive Grant Program,DCEO (420),award,25-111059,"Board of Trustees Community College District 508, County of Cook",450000.0,"450,000",07/01/2025,06/30/2027,07/01/2025 - 06/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3523
420-30-3523,Apprenticeship Expansion Competitive Grant Program,DCEO (420),award,25-111050,Calumet Area Industrial Commission,444232.0,"444,232",07/01/2025,06/30/2027,07/01/2025 - 06/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3523
420-30-3523,Apprenticeship Expansion Competitive Grant Program,DCEO (420),award,25-111053,Community College District 502 dba College of DuPage,400000.0,"400,000",07/01/2025,12/31/2027,07/01/2025 - 12/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3523
420-30-3523,Apprenticeship Expansion Competitive Grant Program,DCEO (420),award,25-111058,County of Madison,499982.0,"499,982",07/01/2025,06/30/2027,07/01/2025 - 06/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3523
420-30-3523,Apprenticeship Expansion Competitive Grant Program,DCEO (420),award,25-111055,Elgin Community College,220000.0,"220,000",07/01/2025,06/30/2027,07/01/2025 - 06/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3523
420-30-3523,Apprenticeship Expansion Competitive Grant Program,DCEO (420),award,25-111057,Heartland Community College District 540,275000.0,"275,000",07/01/2025,06/30/2027,07/01/2025 - 06/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3523
420-30-3523,Apprenticeship Expansion Competitive Grant Program,DCEO (420),award,25-111056,Illinois Central College,500000.0,"500,000",07/01/2025,06/30/2027,07/01/2025 - 06/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3523
420-30-3523,Apprenticeship Expansion Competitive Grant Program,DCEO (420),award,25-111051,Illinois Manufacturing Excellence Center,350000.0,"350,000",07/01/2025,06/30/2027,07/01/2025 - 06/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3523
420-30-3523,Apprenticeship Expansion Competitive Grant Program,DCEO (420),award,25-111052,Inter-Industry Conference on Auto Collision Repair,295786.0,"295,786",07/01/2025,06/30/2027,07/01/2025 - 06/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3523
420-30-3523,Apprenticeship Expansion Competitive Grant Program,DCEO (420),award,25-111061,JobForward INC,500000.0,"500,000",07/01/2025,06/30/2027,07/01/2025 - 06/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3523
420-30-3523,Apprenticeship Expansion Competitive Grant Program,DCEO (420),award,25-111060,OAI Inc,465000.0,"465,000",07/01/2025,06/30/2027,07/01/2025 - 06/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3523
420-45-3539,Internship & Workforce Upskilling Program for Small and Mid-sized Manufacturers,DCEO (420),award,25-781001,Illinois Manufacturing Excellence Center,2600000.0,"2,600,000",04/01/2025,03/31/2027,04/01/2025 - 03/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3539
420-45-3551,Strategic Workforce Training Support,DCEO (420),award,25-174004,Illinois Manufacturers Association,3100000.0,"3,100,000",06/01/2025,12/31/2026,06/01/2025 - 12/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3551
420-45-3551,Strategic Workforce Training Support,DCEO (420),award,26-174004,Illinois Manufacturers Association,2000000.0,"2,000,000",05/01/2026,12/31/2026,05/01/2026 - 12/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3551
420-35-3648,Improvements to Dr. Young Building,DCEO (420),award,25-209001,"Main Street Golconda, Inc.",41500.0,"41,500",01/01/2026,12/31/2026,01/01/2026 - 12/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3648
420-35-3689,CEJA Capacity Grant,DCEO (420),award,25-446001,Northern Illinois University,5000000.0,"5,000,000",01/01/2026,12/31/2026,01/01/2026 - 12/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3689
420-30-3766,Workforce Upskilling for HVAC Supply Chain Manufacturers,DCEO (420),award,26-781001,St. Clair County,2000000.0,"2,000,000",03/01/2026,02/28/2027,03/01/2026 - 02/28/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3766
420-35-3772,Pharmacy Support Program,DCEO (420),award,26-021001,Illinois Retail Merchants Association,25000000.0,"25,000,000",01/01/2026,12/31/2026,01/01/2026 - 12/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3772
420-00-3797,Clean Energy Primes Contractor Accelerator Program,DCEO (420),award,24-442004,Illinois Finance Authority,2243243.0,"2,243,243",01/01/2026,12/31/2027,01/01/2026 - 12/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=3797
420-00-0505,Grants Management Program,DCEO (420),award,15-203125,City of Naperville,1100000.0,"1,100,000",09/01/2014,08/31/2026,09/01/2014 - 08/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=505
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771101,African American Christian Foundation,476394.0,"476,394",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-773001,All Chicago Making Homelessness History,2000000.0,"2,000,000",10/01/2024,06/30/2027,10/01/2024 - 06/30/2027,,2027,true,name_contains_chicago,award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-773002,Alliance to End Homelessness in Suburban Cook County,2000000.0,"2,000,000",10/01/2024,06/30/2027,10/01/2024 - 06/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771201,"Angel of God Resource Center, Inc",562500.0,"562,500",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771203,"Board of Trustees Community College District 508, County of Cook",510742.0,"510,742",10/01/2024,06/30/2027,10/01/2024 - 06/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771102,Calumet Area Industrial Commission,536871.0,"536,871",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771103,Chicago Women in Trades,393146.0,"393,146",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,true,name_contains_chicago,award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-774001,City of Rockford,195212.0,"195,212",05/01/2024,12/31/2026,05/01/2024 - 12/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771104,Comprehensive Community Solutions Inc.,571202.0,"571,202",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771204,County of Kankakee,410454.0,"410,454",10/01/2024,06/30/2027,10/01/2024 - 06/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-775001,De Paul University,499863.0,"499,863",10/01/2024,05/31/2027,10/01/2024 - 05/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771301,"Embarras River Basin Agency, Inc.",1213355.0,"1,213,355",10/01/2024,06/30/2027,10/01/2024 - 06/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771105,Homework Hangout Club,562500.0,"562,500",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771106,Illinois Eastern Community Colleges District 529,547853.0,"547,853",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771107,Inspiration Corporation,561194.0,"561,194",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771108,Jane Addams Resource Corporation,295982.0,"295,982",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771206,Litchfield Community Unit School District #12,562500.0,"562,500",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-774003,Management Training & Consulting Corporation,69241.0,"69,241",05/01/2024,12/31/2026,05/01/2024 - 12/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-775002,McKendree University,499900.0,"499,900",10/01/2024,05/31/2027,10/01/2024 - 05/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771207,Metropolitan Family Services,562500.0,"562,500",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,true,curated_chicago_org:metropolitan family services,award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771109,Midwest Asian Health Association,525000.0,"525,000",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771110,National Able Network Inc,525000.0,"525,000",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771111,North Lawndale Employment Network,518664.0,"518,664",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,true,curated_chicago_org:north lawndale,award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771112,OAI Inc,537513.0,"537,513",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771113,ONE ON ONE,490484.0,"490,484",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771114,Openlands,562500.0,"562,500",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771115,Phalanx Family Services,562247.0,"562,247",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771116,"Reset to Success Foundation, Inc. DBA Midwest Career Source",455094.0,"455,094",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771117,Rock Island County,562325.0,"562,325",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771118,Skills for Chicagoland's Future,341410.0,"341,410",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,true,name_contains_chicago,award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771208,Spero Family Services,449999.0,"449,999",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-775003,The Board of Trustees of the University of Illinois,499372.0,"499,372",10/01/2024,05/31/2027,10/01/2024 - 05/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771209,The Chicago Lighthouse for People Who Are Blind or Visually Impai,370839.0,"370,839",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,true,name_contains_chicago,award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-773003,United Workforce Development Board Inc,837222.0,"837,222",10/01/2024,06/30/2027,10/01/2024 - 06/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771119,Vision of Restoration Inc,503894.0,"503,894",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771120,World Relief Corporation of the National Association of Evangelic,281250.0,"281,250",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771211,"Youth Job Center, Inc.",366143.0,"366,143",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771122,YWCA Northwestern Illinois,562500.0,"562,500",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-30-0513,Job Training Economic Development Program,DCEO (420),award,24-771121,YWCA of Metropolitan Chicago,386266.0,"386,266",10/01/2024,09/30/2026,10/01/2024 - 09/30/2026,,2027,true,name_contains_chicago,award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=513
420-45-0516,ETIP Strategic Sectors Single Company Grant,DCEO (420),award,26-172002,"Lanco International, Inc",310095.0,"310,095",06/01/2026,06/30/2029,06/01/2026 - 06/30/2029,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=516
420-45-0516,ETIP Strategic Sectors Single Company Grant,DCEO (420),award,26-172001,"Rivian Automotive, LLC",7638530.0,"7,638,530",05/01/2026,06/30/2030,05/01/2026 - 06/30/2030,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=516
420-35-0069,APEX Accelerators,DCEO (420),award,26-601104,Board of Trustees of Western Illinois University,100000.0,"100,000",08/01/2025,07/31/2026,08/01/2025 - 07/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=69
420-35-0069,APEX Accelerators,DCEO (420),award,26-601121,Bradley University,95000.0,"95,000",08/01/2025,07/31/2026,08/01/2025 - 07/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=69
