id,name,sponsor,level,instrument,status,closingSoon,daysToClose,cadence,opensAt,closesAt,closesAtTime,windowLabel,nextWindowExpected,amountDisplay,amountShare,geography,entityTypes,stage,demographicRestriction,useOfFunds,keyExclusions,costToApply,legitimacy,isNew,newBecause,inExplorerCatalog,explorerCatalogId,applyUrl,sourceUrl,verifiedAt,evidence,notes,tier,validationErrors
comed-distributed-generation-rebate,ComEd Distributed Generation (DG) Rebate - Solar and Energy Storage,Commonwealth Edison Company (ComEd),Utility,rebate,rolling,False,,rolling,,,,Ongoing ICC-tariffed rebate; no application deadline published,,"Residential/Small Commercial (0-100 kW): $300/kW DC plus $300/kWh storage. Commercial/Industrial (over 100 kW): $250/kW DC plus $250/kWh storage. Community solar: $250/kW and $250/kWh. Generating system cannot exceed 5,000 kW DC.","One-time upfront rebate, not a percentage of cost","ComEd service territory (northern Illinois, including Chicago)",for_profit;nonprofit;property_owner;individual,any,none,energy;building_improvements,"Interconnection must post-date 8/11/22. Community solar SUBSCRIBERS are not eligible (only owners/operators). Once the DG Rebate is claimed it cannot be reversed, and legacy net-metering customers who claim it are limited to supply-side net metering credits. New storage requirements took effect June 1, 2026.",free,official,False,,True,comedDgSolar,https://interconnect.comed.com/login,https://www.comed.com/smart-energy/my-green-power-connection/solar-energy/solar-rebates,2026-09-11,comed.com today: 'Residential/Small Commercial (0-100kW)... $300/kW... $300/kWh for eligible storage device'; 'Commercial/Industrial (over 100kW)... $250/kW... $250/kWh'. Smart inverter required.,"Verified on comed.com itself this run (the catalog had cited illinoisshines.com because comed.com blocks automated fetches). Separately, a Solar Paired with Storage (SPWS) rebate exists but only for storage facilities of 100 kW or more that participate in the PJM frequency regulation market. Stacks with Illinois Shines REC payments. Contact ComEd.DGRebate@dnv.com / (833) 688-7730.",federal-utility,
comed-small-business-offering-2026,ComEd Energy Efficiency Program - Small Business Offering (Small Businesses & Facilities),Commonwealth Edison Company (ComEd),Utility,rebate,rolling,False,111,rolling,2026-01-01,2026-12-31,,"2026 program year - first-come, first-served while funds last",,"Incentives covering up to 75% of total project cost, plus a free facility assessment",Up to 75% of eligible project cost; up to 20% additional for Select Communities,"ComEd service territory (northern Illinois, including all of Chicago)",for_profit;nonprofit;property_owner,any,none,energy;building_improvements;equipment,"Must use an authorized Small Business Offering Service Provider. Large private customers who opted out of the ComEd EE Program for 2026 cannot participate. Funds are limited and first-come, first-served.",free,official,False,,True,comedSmallBizEfficiency,https://www.comed.com/ways-to-save/for-your-business/incentives/small-businesses-facilities,https://www.comed.com/ways-to-save/for-your-business/incentives/small-businesses-facilities,2026-09-11,comed.com today: 'you must be a non-residential ComEd customer with an electrical peak demand under 500 kW for private businesses and public facilities'; incentives 'up to 75% of your entire project.',"READ-METHOD NOTE: comed.com is a JavaScript-rendered Angular SPA - curl returns a 2,963-byte shell for every URL including .pdf paths. This row was verified by reading ComEd's own content API (https://eudapi.comed.com/content-api/api/content/products/other/pages?url=...&environment=live) and by rendering the page in a headless browser. COULD NOT VERIFY ON COMED.COM: the 30%/20% 'additional incentive' with April 30, 2026 and September 30, 2026 submission cutoffs and $20,000/$30,000 per-electric-choice-ID caps that secondary sources (e.g. choosedupage.com) report. The only additional incentive ComEd itself advertises on this page today is 'Additional Savings for Select Communities - Up to 20% Incentives.' The 'Made in Illinois' adder also could not be found on comed.com. Call 855-433-2700 / BusinessEE@ComEd.com before relying on a Sept 30 bonus date. This covers the 'Nonprofit and Public Sector' question too: ComEd has no separate nonprofit offering page - nonprofits participate as non-residential customers, and public facilities under 500 kW use this same Small Business Offering (public-sector contact: PublicSectorEE@ComEd.com).",federal-utility,
comed-smb-customer-relief-fund-2026,ComEd Small-Medium Business Customer Relief Fund (2026),"Commonwealth Edison Company (ComEd), administered by Neighborhood Housing Services (NHS) of Chicago",Utility,grant,rolling,False,,rolling,2026-06-15,,,"Open now; first-come, first-served while the $2.5 million fund lasts",,One-time matching grant of up to $500 credited to a past-due ComEd electric bill,"Credits up to 50% of the past-due balance, capped at $500; customer must first make the required payment","ComEd service territory (northern Illinois, including Chicago)",for_profit,operating_6mo,none,working_capital,Home-based businesses and NON-PROFIT organizations are explicitly INELIGIBLE this cycle (ComEd notes those groups qualified under last year's relief fund).,free,official,True,not in Explorer catalog,False,,https://nhschicago.org/smallbiz/,https://www.comed.com/my-account/customer-support/payment-assistance/SMBcustomer-relief-fund,2026-09-11,"comed.com today: '$2.5 million, one-time Customer Relief Fund... Applications are now open... matching grant of up to $500 toward a past-due electric bill... first-come, first-served.'","Not in the Explorer catalog. Small dollar value but a true grant (bill credit, not a loan) and genuinely open today. Participants also get a free facility assessment that feeds the Small Business Offering. Applications go through NHS Chicago, not ComEd.",federal-utility,
chicago-ccsa,Commercial Corridor Storefront Activation Program (CCSA),Chicago Department of Planning and Development (administered by Allies for Community Business),City,grant,rolling,False,70,recurring_scheduled,,2026-11-20,17:00 America/Chicago (timezone not stated on page),"Next quarterly evaluation deadline — 5 p.m. Friday, Nov. 20",,Grants funding up to 75% of eligible project costs (program total $30.5 million; per-award cap not published on the City page),Up to 75% of eligible project costs,"12 designated CCSA corridors. Southeast/South Side corridors: South Chicago (91st St Exchange–Houston; 92nd St Harbor–Exchange; Commercial Ave 89th–93rd, lead Claretian Associates); South Shore (71st St Cornell–Exchange, lead South Shore CDC); Roseland (95th St Halsted–King, lead Endeleo Institute); Chatham (79th St Vernon–Cottage Grove, lead Greater Chatham Initiative); Woodlawn; Bronzeville; plus Bridgeport, Marshall Square, Loop, McKinley Park, Pilsen, West Garfield Park",for_profit;property_owner;nonprofit,any,none,building_improvements;facade;other,Targets VACANT commercial spaces; address must fall inside a participating corridor (use the CCSA Locator Tool).,free,official,False,,True,ccsa,https://cocdpd.submittable.com/submit,https://www.chicago.gov/city/en/sites/storefront-activation/home.html,2026-09-11,"""CCSA grant applications for storefront improvement projects are accepted on a rolling basis with quarterly evaluation deadlines. The next submission deadline is 5 p.m. Friday, Nov. 20.""","Highest-value non-SBIF City program for Southeast Chicago: three of the twelve corridors (South Chicago / Commercial Ave 89th–93rd, South Shore 71st St, Roseland 95th St) are squarely in the Chamber's footprint, and unlike SBIF it does not require a TIF district. Contact: granthelp@a4cb.org, (312) 275-3000. CATALOG DISAGREEMENT: Explorer shows a quarterly cutoff of 2026-08-21 5 p.m.; the live page now shows Nov. 20. Nov 20, 2026 is a Friday (checks out).",city,
cook-county-brownfield-redevelopment-assistance,Cook County Brownfield Redevelopment Assistance,Cook County Department of Environment and Sustainability (DES),County,in_kind,rolling,False,111,rolling_with_cutoff,,2026-12-31,,ARPA-funded service window 2022 through 2026,,No-cost brownfield assessment and remediation services (in-kind; no cash award published),"100% of the assessment/remediation service, provided directly by County contractors",Suburban Cook County - EXCLUDES the City of Chicago,for_profit;nonprofit;property_owner,any,none,building_improvements;other,City of Chicago properties are not eligible - this is the decisive exclusion for SECCC's own footprint. Chicago sites should use Illinois EPA's Brownfields programs or City DPD instead.,free,official,False,,True,cookBrownfield,https://www.cookcountyil.gov/service/brownfield-redevelopment,https://www.cookcountyil.gov/service/brownfield-redevelopment,2026-09-11,"'From 2022 through 2026, DES will be leveraging American Rescue Plan Act (ARPA) funding to provide brownfield assessment and remediation services to qualified property owners in suburban Cook County'; 'Cook County DES is currently accepting nominations for brownfield sites in suburban Cook County'.","Catalog agrees (intakeStatus 'open', nextWindow 2026-12-31, suburban-only note). Live page states no specific application deadline - the 2026-12-31 date is the end of the ARPA service window, not a posted application cutoff. Value is delivered as services, not cash.",county-state,
cook-county-small-business-source-advising,Cook County Small Business Source - free business advising,Cook County Bureau of Economic Development,County,in_kind,rolling,False,,rolling,,,,Always open,,"Free - no-cost one-on-one business advising, resources and events (in-kind)",,Cook County (includes City of Chicago),for_profit;nonprofit,any,none,other,"This is advising and referral only - no cash. The 'Capital Resources' page is a lender-referral list (loans, out of scope).",free,official,False,,True,smallBizSource,https://cookcountysmallbiz.org/,https://www.cookcountyil.gov/service/cook-county-small-business-source,2026-09-11,"'no-cost business advising, resources and access to events'; 'The Source matches business owners with an advisor from one of its BSOs'. No grants are mentioned on the service page.",Catalog agrees (rolling). Included because the tier brief counts in-kind help. Pair with the live County statement that no grant programs are anticipated in 2026 or 2027 (see checkedNotActive: Cook County Catalyst Grant).,county-state,
eda-disaster-supplemental-fy25,EDA FY25 Disaster Supplemental,"U.S. Economic Development Administration (EDA), Department of Commerce",Federal,grant,rolling,False,,rolling,2025-06-04,,,Standing Disaster Supplemental NOFO,,"Up to ~$50,000,000 (estimated program funding)",See NOFO,US - restricted to communities affected by disasters covered by the FY25 supplemental appropriation,nonprofit,established,none,building_improvements;other,For-profits and individuals ineligible. The project area must fall within the disaster events covered by the appropriation.,free,official,False,,False,,https://www.grants.gov/search-results-detail/359225,https://www.grants.gov/search-results-detail/359225,2026-09-11,Grants.gov synopsis EDA-DISASTER-2025 fetched today: 'There are no submission deadlines. Applications will be accepted on an ongoing basis until the publication of a new Disaster Supplemental NOFO...',"CAVEAT: whether a Cook County project qualifies geographically depends on which declared disasters the FY25 supplemental appropriation covers, and eda.gov was Cloudflare-blocked so that list could not be read today. Cook County's 2025-2026 storm events were SBA administrative declarations, not Presidential major disaster declarations, which may put them outside this NOFO. Confirm with the EDA Chicago regional office before investing effort.",federal-utility,
eda-public-works-economic-adjustment-assistance,EDA Public Works and Economic Adjustment Assistance (PWEAA) Programs,"U.S. Economic Development Administration (EDA), Department of Commerce",Federal,grant,rolling,False,,rolling,2023-03-14,,,Standing NOFO (currently listed as 'FY 2025 EDA Public Works and Economic Adjustment Assistance Programs'),,"Roughly $100,000 - $30,000,000 per award",Typically 50% federal share; higher rates available in distressed areas (see NOFO),US - Chicago/Cook County eligible,nonprofit,established,none,building_improvements;equipment;other,"For-profit businesses and individuals are ineligible. A nonprofit must act in cooperation with officials of a political subdivision (e.g., the City of Chicago or Cook County).",free,official,False,,False,,https://www.grants.gov/search-results-detail/346815,https://www.grants.gov/search-results-detail/346815,2026-09-11,Grants.gov synopsis PWEAA2023 fetched today: 'There are no application submission deadlines. Applications will be accepted on an ongoing basis until the publication of a new PWEAA NOFO...',"eda.gov is behind Cloudflare and returned 403 to both WebFetch and curl, so the program page could not be read; the Grants.gov posting (the authoritative federal listing) was fetched live via api.grants.gov. The posting is still titled 'FY 2025' even though it has been live since 2023-03-14 - verify the current federal share and priorities with the Chicago EDA regional office before building a budget. This is the EDA vehicle a Chamber-style nonprofit should look at, NOT Build to Scale (see checkedNotActive).",federal-utility,
illinois-etip-strategic-sectors-single-company,ETIP - Strategic Sectors Single Company Grant,Illinois Department of Commerce and Economic Opportunity (DCEO),State,reimbursement,rolling,False,,rolling,,,,FY26-1 - listed as 'Rolling' on DCEO's open-grants table,,"$150,000 - $10,000,000 (7 anticipated awards; $24,800,000 total)",,Illinois,for_profit,established,none,training,The active Tier II REV/EDGE/MICRO agreement prerequisite rules out virtually every small business. Small employers should use the Chicagoland Chamber ETIP intermediary pool instead.,free,official,True,not in Explorer catalog,False,,https://dceo.illinois.gov/aboutdceo/grantopportunities/0516-3186.html,https://dceo.illinois.gov/aboutdceo/grantopportunities/0516-3186.html,2026-09-11,"DCEO open-grants table: 'ETIP - Strategic Sectors Single Company Grant NOFO Posting ... Application Deadline: Rolling'; NOFO supplement: 'A. Applicants must have an active Tier II REV, EDGE or MICRO program agreement.'",Recorded so nobody re-researches it as a small-business training grant - it is not one. The accessible ETIP route is the chamber-intermediary program (separate row).,county-state,
etip-chicagoland-chamber-intermediary,Employer Training Investment Program (ETIP) - Chicagoland Chamber intermediary pool,"Illinois DCEO, administered by the Chicagoland Chamber of Commerce",State,reimbursement,rolling,False,,rolling,,,,"Rolling inquiry, first-come first-served",,Up to 50% reimbursement of eligible training costs (no per-company cap published),Up to 50% of training costs,Illinois,for_profit;nonprofit,operating_1yr,none,training,"Restrictions apply on certain training types and on travel costs related to training. Funding is limited and awarded first-come, first-served.",free,official,True,not in Explorer catalog,False,,https://www.chicagolandchamber.org/etip/,https://www.chicagolandchamber.org/etip/,2026-09-11,"'Receive up to 50% Reimbursement through the ETIP'; 'Funding is limited and is provided on a first come, first served basis'; 'Company must be physically located in the State of Illinois'.","This is the realistic ETIP door for SECCC members. $6,818,773 reimbursed to 210+ organizations since 2019. Contact etip@chicagolandchamber.org. The Illinois Manufacturers' Association runs a parallel manufacturer pool at etip@ima-net.org (not separately verified this run). Per-company cap is not published on the page. | [private-national] STALE-PAGE CAVEAT: the main ETIP page carries a live inquiry form and first-come/first-served language, but the linked FAQ (chicagolandchamber.org/etip/etip-faqs/) still lists the FY2026 schedule - Oct 15 2025, Jan 10, Apr 10 and 'July 10, 2026 ... Final deadline for the current grant' - and states training must occur 'between July 1, 2025 - June 30, 2026'. All of those have passed. Confirm the FY2027 cycle with etip@chicagolandchamber.org before counting on it. Chamber membership is NOT stated as a requirement; the FAQ only gives a membership contact address. Compare IMA's pool, which has published its FY2027 dates.",county-state,
ima-etip-fy27,Employer Training Investment Program (ETIP) - IMA pool,Illinois Manufacturers' Association (funded by Illinois DCEO),Nonprofit,reimbursement,rolling,False,292,rolling_with_cutoff,2026-07-01,2027-06-30,not stated,"Grant year July 1, 2026 - June 30, 2027",2026-11-15,Up to 50% of eligible training costs reimbursed (no per-company cap published),50% of eligible training cost,Illinois,for_profit,established,none,training,"Ineligible: travel expenses; training program development/preparation/planning; conferences/workshops/seminars unless a certificate of completion is issued; depreciable equipment; consulting fees. Ineligible training: GED/college-credit tuition reimbursement, skills assessments, non-structured OJT, clinical training, strategic planning.",free,official,True,first window in 2026 (FY2027 grant-year schedule published),False,,https://ima-net.org/workforce/employer-training-investment-program/,https://ima-net.org/workforce/employer-training-investment-program/,2026-09-11,"""Training that occurs between July 1, 2026 - June 30, 2027 may be eligible for reimbursement."" ""Applications can be submitted at any time."" ""November 15, 2026: for trainings conducted from July 1...""","This is the CURRENT grant year - contrast with the Chicagoland Chamber ETIP page, whose published deadline schedule still ends July 10, 2026. Reimbursement only: you pay for training first and claim back up to 50%. Internal training is reimbursed at the instructor's hourly rate. IMA membership requirement is not stated on the page; the site is bot-protected (403 to curl) and was read with a real browser. Submit Company Profile and Multi-Schedule forms to etip@ima-net.org.",private-national,
illinois-federal-grant-support-program-round-2,Federal Grant Support Program - Round 2,Illinois Department of Commerce and Economic Opportunity (DCEO),State,grant,rolling,False,,rolling_with_cutoff,2025-09-16,,,FY26-1 Round 2 - listed as 'Rolling' on DCEO's open-grants table,,"$10,000 - $2,000,000 (30 anticipated awards; $16,900,000 total)",Provides the non-federal match on a competitive federal grant application,Illinois-based proposals,for_profit;nonprofit,any,none,other,Hard prerequisite: you must apply at least three (3) weeks before the federal program's submission deadline. Applications received inside that window will not be considered. The state award is contingent on actually winning the federal award.,free,official,True,not in Explorer catalog,False,,https://dceo.illinois.gov/aboutdceo/grantopportunities/3073-3149.html,https://dceo.illinois.gov/aboutdceo/grantopportunities/3073-3149.html,2026-09-11,DCEO open-grants table: 'Federal Grant Support Program - Round 2 ... Application Deadline: Rolling ... $16.9 million'; NOFO supplement: 'Eligible Applicants include: 1. Local Governments 2. Nonprofit Organizations 3. For-Profit Organizations 4. Small Businesses'.,Genuinely useful for a Chicago nonprofit or business chasing a federal NOFO with a match requirement. CAUTION - the detail page's embedded metadata still shows '09/16/2025 - 10/16/2025 : 5:00 PM'; the rendered page and the DCEO grants table say rolling. Confirm with CEO.FedGrantMatch@illinois.gov.,county-state,
freed-fellowship-monthly-grant,Freed Fellowship Monthly Grant,Freed Fellowship,Private,grant,rolling,True,19,recurring_scheduled,,2026-09-30,24:00 America/New_York (11:00 p.m. America/Chicago),September 2026 cycle,2026-10-31,"$500 per month, plus eligibility for a $2,500 year-end grant",,United States,for_profit,any,none,working_capital;equipment;marketing;other,"""We are not currently supporting non-profits. Therefore, we recommend that non-profits do not apply.""",fee: $19,pay_to_apply,False,,False,,https://freedfellowship.com/grant,https://freedfellowship.com/grant,2026-09-11,"""applications must be received by midnight Eastern US time on the last day of that month""; $500/month plus a $2,500 year-end grant; ""$19"" application fee; nonprofits advised not to apply.","Re-verified today. $19 non-refundable application fee is the only cost - real program, but flag the fee to clients. Fellows also get mentorship/feedback. Marked closingSoon because the current month's cutoff (Sep 30) is inside 21 days; the program itself recurs monthly.",private-national,
illinois-feja-multicultural-jobs,Future Energy Jobs Act (FEJA) Multi-Cultural Jobs Program,Illinois Department of Commerce and Economic Opportunity (DCEO),State,grant,rolling,False,,rolling,2025-10-24,,,FY25-1 - listed as 'Rolling' on DCEO's open-grants table,,"$500,000 per award (3 anticipated awards; $1,500,000 total)",No match required,Illinois Economic Development Regions that are environmental justice communities (Chicago's South/Southeast side tracts qualify),nonprofit,established,none for the applicant; participants must be from underserved/EJ communities,training;other,"This second NOFO is limited to Categories C, E and F of the Program (see NOFO p.6).",free,official,True,not in Explorer catalog,False,,https://dceo.illinois.gov/aboutdceo/grantopportunities/2875-2990.html,https://dceo.illinois.gov/aboutdceo/grantopportunities/2875-2990.html,2026-09-11,DCEO open-grants table: 'Future Energy Job Act Multi-Cultural ... Application Deadline: Rolling'; detail page rendered field: 'Application Date Range General announcement open for a period of time with no specific due dates for applications.',CAUTION - stale data risk: the detail page's embedded metadata still shows '10/24/2025 - 11/24/2025 : 5:00PM' while the rendered page and DCEO's open-grants table both say rolling. Confirm with john.w.barr@illinois.gov before relying on it.,county-state,
rebuilding-together-chi-give-back-day,Give Back Day — nonprofit facility repairs,Rebuilding Together Metro Chicago,Nonprofit,in_kind,rolling,False,,rolling,,,,Accepted year-round,,In-kind donated repairs and volunteer labor; no cash award published,,Metro Chicago,nonprofit,any,none,building_improvements;facade,"Not cash. Work scope depends on being matched with a corporate sponsor group, so timing is not guaranteed. The separate HRAP homeowner waitlist is closed.",free,official,False,,False,,https://www.rebuildingtogether-chi.com/apply,https://www.rebuildingtogether-chi.com/apply,2026-09-11,"""Applications from nonprofit organizations are accepted year-round for the Give Back Day program."" Separately: ""Our waitlist for the HRAP program is now closed.""","Carried over from the Chamber's Sept 10 verification and re-confirmed live today. Homeowner repair route is also active but prioritizes elderly and disabled homeowners. Contact apply@rebuildingtogether-chi.com, (312) 201-1188.",foundation-sector,
herrise-microgrant,HerRise MicroGrant,HerSuiteSpot / HerRise,Private,grant,rolling,True,19,recurring_scheduled,,2026-09-30,not stated on the sponsor page (aggregators say 11:59 p.m. ET),September 2026 cycle,2026-10-31,"Amount NOT stated on the sponsor application page (widely reported elsewhere as $1,000)",,United States,for_profit,pre_revenue_ok,women,working_capital;marketing;equipment;other,"""Non-profits, franchise, direct seller, authorized reseller or independent consultant not eligible""",fee: $15,pay_to_apply,True,not in Explorer catalog,False,,https://www.hersuitespot.com/herrise-microgrant/,https://www.hersuitespot.com/herrise-microgrant/,2026-09-11,"""Applications close on the last day of the month, and the winners will be announced at the HerSuiteSpot First Friday Mixer in the following month."" ""a nonrefundable $15 administrative fee"".","The grant AMOUNT is not printed anywhere on the sponsor's application page - only the $15 fee, the eligibility list and the monthly cadence. Third-party listings say $1,000; treat that as unverified. Application form collects gender, race and age. Program states a special focus on women of color but the published eligibility bar is simply women-owned.",private-national,
ifw-honeycomb-universal-grant-application,IFW Universal Funding and Grant Application,IFundWomen (IFW by Honeycomb Credit),Private,grant,rolling,False,,rolling,,,,Always-open matching database,,"Varies by sponsored grant (recent IFW-brokered grants ranged $2,500 - $100,000)",,United States (individual sponsored grants may narrow this),for_profit,any,"none (page is titled 'Business Grants for all startups, small businesses, and founders'; note IFW's brand and most past sponsor rounds center women founders, and individual sponsored grants have carried women-owned requirements)",working_capital;marketing;equipment;other,Each sponsored grant sets its own exclusions,free,lead_gen,True,not in Explorer catalog,False,,https://www.ifundwomen.com/grants/apply-for-grants,https://www.ifundwomen.com/grants/apply-for-grants,2026-09-11,"""Our Universal Funding and Grant Application Database is where we look first for qualified grant applicants... If you're a match for one of our sponsored grants, you will be notified."" ""Apply now.""","LEAD-GEN: IFundWomen now operates as 'IFW by Honeycomb' (Honeycomb Credit is a small-business lending/crowdfunding platform) and the page leads with a financing pre-qualification CTA ('See what you pre-qualify for in about 5 minutes'). Every NAMED grant on the page is currently closed (Honeycomb Hot Streak, Spark Grant, Honeycomb Celebration, Poker Power, BOTOX Cosmetic, Angel City FC, Caress, Johnnie Walker, Visa She's Next Ireland/Canada). Only the standing Universal Application is open. Site is Cloudflare-protected; read with a real browser.",private-national,
illinois-economic-empowerment-centers-round-2,Illinois Economic Empowerment Centers (EEC) Grant Program - Round 2,"Illinois DCEO, Office of Economic Equity & Empowerment (OE3)",State,grant,rolling,False,,rolling,2026-05-11,,,FY26-1 Round 2 - 'General announcement open for a period of time with no specific due dates for applications.',,"$250,000 - $500,000 (10 anticipated awards; $2,500,000 total)",Match required (cost sharing = Yes on the NOFO),Illinois,nonprofit,established,"none for the applicant; program participants must be Socially and Economically Disadvantaged Individuals (SEDI) business owners, entrepreneurs and/or dislocated workers",training;other,Applicant must be incorporated as a not-for-profit corporation. Indirect costs are not allowed.,free,official,False,,True,economicEmpowermentCenters,https://dceo.illinois.gov/aboutdceo/grantopportunities/3226-4281.html,https://dceo.illinois.gov/aboutdceo/grantopportunities/3226-4281.html,2026-09-11,"Page fields: 'Posted Date 5/11/2026', 'Application Date Range General announcement open for a period of time with no specific due dates for applications', 'Award Range $250,000 - $500,000'.",This is the single best direct fit for the Southeast Chicago Chamber itself - the NOFO supplement names chambers of commerce as eligible applicants. Catalog entry agrees (rolling) but carries no amounts; amounts added here. CSFA 420-45-3226.,county-state,
igi-equipment-upgrade-round-3,"Illinois Grocery Initiative - Equipment Upgrade, Round 3",Illinois Department of Commerce and Economic Opportunity (DCEO),State,reimbursement,rolling,False,,rolling,2026-09-10,,,FY27-2 / Round 3 - 'General announcement open for a period of time with no specific due dates for applications.',,"$25,000 - $250,000 (6 anticipated awards; $750,000 total)",Match required (cost sharing = Yes on the NOFO),Illinois (statewide; no food-desert requirement for this round),for_profit;nonprofit,operating_1yr,none,equipment;energy,More than 30% of revenue from alcohol/tobacco disqualifies. One application per location. Indirect costs not allowed on capital expenditures.,free,official,True,first window in 2026 - Round 3 NOFO posted 2026-09-10,False,,https://dceo.illinois.gov/aboutdceo/grantopportunities/3295-4334.html,https://dceo.illinois.gov/aboutdceo/grantopportunities/3295-4334.html,2026-09-11,"Page fields: 'Application Date Range General announcement open for a period of time with no specific due dates for applications', 'Award Range $25,000 - $250,000', posted 09/10/2026.","Best-fit state grant for an independent Chicago corner grocer or bodega-scale store. Eligibility text quoted from NOFO supplement 3295-4334. At the Department's discretion, prospective purchasers of stores closed within the last 12 months may also be eligible.",county-state,
illinois-innovation-voucher,Illinois Innovation Voucher Program,Illinois DCEO with the Illinois Science & Technology Coalition,State,reimbursement,rolling,False,,rolling,,,,Rolling - no fixed deadline printed on the DCEO page or the program portal,,"Up to $75,000 (covering up to 75% of the research engagement cost)",Up to 75% of the cost of the research engagement; 25% company match,Illinois,for_profit,any,none,other,"Funds must pay for a research engagement with an Illinois nonprofit higher-education institution - not for equipment, buildings or working capital.",free,official,False,,True,innovationVoucher,https://ilinnovoucher.istcoalition.org/,https://dceo.illinois.gov/whyillinois/innovation-vouchers.html,2026-09-11,"DCEO page confirms the program is live and describes 'Illinois-based companies with 500 or fewer employees' partnering with Illinois nonprofit higher-ed; program portal carries a live 'APPLY HERE' and 2026 info sessions, with vouchers 'up to 75% of the cost of the research engagement (not to exceed $75,000)'.","Neither the DCEO page nor the portal prints an application deadline or a round close date today - treat 'rolling' as an inference from the live APPLY HERE form, and confirm round funding availability with ISTC before relying on it.",county-state,
illinois-shines-adjustable-block-py2026-27,Illinois Shines / Adjustable Block Program - Distributed Generation REC Incentive (PY 2026-27),"Illinois Power Agency (IPA), administered by the Program Administrator (Energy Solutions)",State,rebate,rolling,False,262,rolling,2026-06-01,2027-05-31,,"Program Year 2026-27 (June 1, 2026 - May 31, 2027), until block capacity is exhausted",2027-06-01,"15 years of Renewable Energy Credit value paid to the Approved Vendor and typically passed through to the customer as system-cost savings. ComEd states commercial value varies by system size, with 15% of contract value paid upfront and the remainder quarterly over 6 years; residential value is currently 8.3 cents/kWh paid in year one.","REC purchase, not a percentage of project cost","Illinois (statewide), including Chicago",for_profit;nonprofit;property_owner;individual,any,none,energy;building_improvements,"You must work through an IPA-Approved Vendor. Incentives are paid to the Approved Vendor, who may (but is not required to) pass them through - confirm pass-through in your contract.",free,official,True,not in Explorer catalog,False,,https://illinoisshines.com/,https://illinoisshines.com/project-status-and-capacity-dashboard/,2026-09-11,Illinois Shines Block Capacity Dashboard fetched today: PY 2026-27 opening available capacity of 236.71 MW for Small DG and 236.71 MW for Large DG (0.00 MW carried waitlist for both).,"Not in the Explorer catalog as its own row (the catalog references illinoisshines.com only as a source for the ComEd DG rebate). Stacks with the ComEd DG Rebate. Community solar blocks (TCS, CDCS, EEC) and a Public Schools block also have PY 2026-27 capacity. ComEd's solar-incentives page notes 'this is an incentive which is subject to tax.'",federal-utility,
illinois-sbdc-service-center-nofo,Illinois Small Business Development Centers (SBDC) - Service Center Host NOFO,Illinois DCEO (with U.S. SBA),State,grant,rolling,False,,rolling,2025-12-19,,,FY26-2 - 'General announcement open for a period of time with no specific due dates for applications.',,"$80,000 - $525,000 (10 anticipated awards; $1,463,251 total)",Match required (cost sharing = Yes; 13 CFR 130.460(c) limits on indirect costs),Illinois,nonprofit,established,none,training;other,"This is a grant to host an SBDC, not funding for an individual small business. Individual businesses receive the free advising as a service, not as money.",free,official,True,not in Explorer catalog,False,,https://dceo.illinois.gov/aboutdceo/grantopportunities/0083-4224.html,https://dceo.illinois.gov/aboutdceo/grantopportunities/0083-4224.html,2026-09-11,"Page fields: 'Posted Date 12/19/2025', 'Application Date Range General announcement open for a period of time with no specific due dates for applications', 'Award Range $80,000 - $525,000'.","Relevant to the Chamber as an organization (a nonprofit engaged in economic development can apply to host a service center), not to individual member businesses. Eligibility quoted from NOFO supplement 0083-4224. CSFA 420-35-0083.",county-state,
illinois-solar-for-all-nonprofit-public-facilities-py27,Illinois Solar for All - Non-Profit and Public Facilities Sub-Program (PY 2027),"Illinois Power Agency (IPA), administered by Energy Solutions",State,in_kind,rolling,False,262,recurring_scheduled,2026-06-01,2027-05-31,,"Program Year 2027 (June 1, 2026 - May 31, 2027); initial project submission window ran Aug 3-14, 2026",2027-06-01,"$12,692,558 available for Non-Profit & Public Facility projects in PY27; participating hosts pay no upfront costs",Incentive is paid as REC contract value to the Approved Vendor; total costs and fees to the host must be no more than 50% (or 35%) of energy value,"Illinois EJCs, IECs and adjacent census areas - much of Southeast Chicago qualifies",nonprofit;property_owner,established,none,energy;building_improvements,The nonprofit CANNOT apply directly - an IPA-Approved Vendor submits the project. The host must be verified as a Critical Service Provider. Adjacency eligibility is new this program year.,free,official,True,not in Explorer catalog,False,,https://www.illinoissfa.com/non-profit-public-facilities/,https://www.illinoissfa.com/wp-content/uploads/2026/06/2026-2027_Approved-Vendor-Manual-Version-9.0.pdf,2026-09-11,"ILSFA Approved Vendor Manual 9.0 (PDF): after the initial window 'applications will be accepted... first-come, first-served for the remainder of the Program Year.' IPA: $12,692,558 PY27.","Not in the Explorer catalog. CAVEAT: illinoissfa.com's HTML pages are behind Incapsula and returned 'Request unsuccessful' to curl, WebFetch and a headless browser, so the live sub-program status page could not be read; the PY27 dates, budget and rules here come from two primary documents fetched today - the ILSFA Approved Vendor Manual 9.0 PDF (illinoissfa.com static path) and the IPA Program Budget Memo on ipa.illinois.gov. Secondary sources report the initial PY27 submission window ran August 3-14, 2026 (now closed); whether budget remains for first-come-first-served submissions was NOT confirmed. The practical next step for a Southeast Chicago nonprofit is to contact an ILSFA Approved Vendor and ask whether Non-Profit & Public Facilities capacity remains for PY27.",federal-utility,
